1,0.7770818,0.3571142,0.6181666,0.314193,0.7364543,0.4361103,0.7582042,0.5437388,0.7685129,0.7877498,0.7420745,0.2197841,0.6902127,0.1706368,0.7750283,0.7690335,0.7220344,0.5786761,-0.0254336,0.4470696,0.676157,0.6369032,0.7756764,0.6498265,0.7548764,0.1578964,0.5785244,0.5429243,0.643564,0.8021166,0.6195194,0.2297698,0.339903,0.7555924,0.8848362,0.6987699,0.537412,0.4612112,0.6564535,0.7390826,0.4266718,0.7308255,0.5895411,0.6087854,0.7532811,0.6764627,0.2305878,0.6953031,0.1901065,0.6866206,0.8284744,0.6635496,0.5550754,0.01745315,0.5322044,0.6115219,0.6649753,0.7321107,0.6740831,0.7362205,0.228858,0.5457482,0.5126103,0.5842097,0.7950391,0.5809023,0.3353645,0.3998573,0.7479884
0.7770818,1,0.4598709,0.5245441,0.4989285,0.8240427,0.5405868,0.8549311,0.6287862,0.8943012,0.8570553,0.8321032,0.1769735,0.8672557,0.03786367,0.8573269,0.750867,0.8144106,0.7248956,0.1472339,0.3155832,0.8685349,0.705931,0.8179638,0.6466935,0.9150321,-0.03007463,0.4056955,0.4465587,0.8205713,0.9307874,0.7435003,0.2699922,0.388544,0.9091909,0.8576483,0.9443304,0.6798905,0.4614241,0.6751444,0.8639684,0.5359216,0.866038,0.752537,0.762401,0.7767284,0.8371995,0.3822549,0.842084,0.05829679,0.8522649,0.8424256,0.6026574,0.608023,0.1643042,0.6433766,0.8557826,0.8162107,0.8303907,0.758356,0.8880094,0.07002643,0.4012344,0.3982231,0.7756294,0.9412488,0.8401814,0.3077704,0.4794435,0.9337732
0.3571142,0.4598709,1,0.4194139,0.8870161,0.5240184,0.6610909,0.5159851,0.6204098,0.5314887,0.6189086,0.296437,-0.267958,0.4250227,-0.4834404,0.3282054,0.554719,0.394571,0.7160789,0.3029792,-0.09121947,0.46645,0.2188758,0.4114608,0.3199721,0.4417926,-0.4823019,0.1746476,0.2752035,0.4373113,0.4974064,0.2871658,0.1672641,0.6195846,0.4333773,0.5401135,0.4958229,0.8812525,0.5000946,0.7159184,0.449622,0.6220713,0.5150859,0.5825028,0.5251911,0.6680816,0.30661,0.1088613,0.3513685,-0.4660058,0.4515135,0.4747437,0.2395283,0.394304,0.2489695,0.2728077,0.5230291,0.365457,0.5658109,0.4608763,0.5237031,-0.4655955,0.07796689,0.1916861,0.4361664,0.4322907,0.4080623,0.1200893,0.6290484,0.397865
0.6181666,0.5245441,0.4194139,1,0.3778455,0.5625408,0.2064623,0.5297063,0.6989296,0.4588427,0.5695027,0.619273,0.03687407,0.551391,0.1442449,0.602845,0.4079765,0.7520297,0.5990105,-0.1287855,0.4634562,0.5365943,0.7599692,0.7693335,0.8991994,0.5202964,0.1821836,0.7986683,0.8145899,0.6454923,0.6235242,0.6895803,0.1940509,0.3402876,0.5256288,0.5053432,0.4657915,0.4835581,0.8220652,0.4897589,0.5335605,0.140751,0.5017261,0.4301399,0.216995,0.599613,0.5553712,0.03335632,0.574169,0.1372076,0.3979815,0.4482416,0.8139053,0.3499925,-0.1422969,0.3479963,0.4740873,0.6422139,0.6939575,0.7607859,0.5019248,0.1477445,0.6154329,0.8101625,0.5805221,0.5078397,0.4421539,0.263528,0.149961,0.4799572
0.314193,0.4989285,0.8870161,0.3778455,1,0.5978891,0.8090074,0.5898321,0.6903798,0.5986435,0.6712209,0.3394797,-0.2650505,0.4861612,-0.5557569,0.3018406,0.5680575,0.4389976,0.7724274,0.42231,-0.1884495,0.5512136,0.1898494,0.4065329,0.2896586,0.5383074,-0.6555863,0.03619492,0.1793219,0.5513004,0.4962153,0.2974823,0.1895309,0.7222966,0.4429133,0.555282,0.5557632,0.8342092,0.5008901,0.7824469,0.5320967,0.7532419,0.6195729,0.684022,0.6370509,0.7074691,0.3942952,0.180611,0.4055433,-0.5282505,0.5171352,0.491248,0.2282175,0.3144984,0.3660762,0.2736805,0.6413906,0.4075666,0.6334258,0.5038835,0.6251505,-0.5981318,-0.0625628,0.09713596,0.5634347,0.4530926,0.4920821,0.1703433,0.7589916,0.4193011
0.7364543,0.8240427,0.5240184,0.5625408,0.5978891,1,0.6603879,0.9405308,0.7401713,0.8961035,0.8999428,0.8694899,0.08013032,0.8847589,-0.09742367,0.7001689,0.7837957,0.7173496,0.6716737,0.2217634,0.1709138,0.9296811,0.5376911,0.6959714,0.5338837,0.9054366,-0.222384,0.382819,0.4153048,0.853296,0.8115837,0.5979722,0.3210774,0.5180492,0.6962462,0.8192468,0.8109829,0.6831411,0.5192188,0.7497308,0.9673939,0.6517636,0.9424424,0.8195091,0.8117993,0.8418331,0.8703267,0.3331984,0.8464168,-0.08880963,0.7797494,0.8340676,0.5482571,0.4305738,0.2253376,0.4794188,0.9099032,0.7030457,0.7688736,0.7184086,0.8986871,-0.1307448,0.3298587,0.3728857,0.7984467,0.8215955,0.7361767,0.360528,0.5961643,0.7675436
0.4361103,0.5405868,0.6610909,0.2064623,0.8090074,0.6603879,1,0.658283,0.6134493,0.7022331,0.666761,0.3993623,-0.2050563,0.5054517,-0.4760014,0.3659972,0.6830111,0.3590481,0.6541987,0.3927228,-0.1684492,0.5646779,0.09186787,0.3376976,0.1524533,0.6069447,-0.6855318,-0.0542545,-0.007057362,0.5226278,0.5080247,0.2387991,0.2514108,0.7280554,0.45311,0.6225703,0.5612655,0.6793546,0.2914526,0.7330447,0.607666,0.9203989,0.6840726,0.7166179,0.7825309,0.6748176,0.4353383,0.2151977,0.4226449,-0.4417736,0.5745435,0.6118543,0.1614109,0.2068193,0.3773424,0.2383354,0.6442618,0.3113571,0.5658986,0.376335,0.7012974,-0.5874838,-0.1180922,-0.05476533,0.5164674,0.4849938,0.4484913,0.2677553,0.8442771,0.4251763
0.7582042,0.8549311,0.5159851,0.5297063,0.5898321,0.9405308,0.658283,1,0.7066765,0.9374475,0.9039704,0.8594571,0.02377055,0.9015912,-0.113216,0.7377094,0.8421727,0.7033749,0.7188124,0.1530709,0.2166735,0.925848,0.5594556,0.7160442,0.5532115,0.8868698,-0.2122661,0.3167055,0.3615712,0.8330564,0.8137934,0.6265577,0.2312785,0.538737,0.7439034,0.844949,0.843006,0.6934116,0.4757715,0.7687272,0.9413277,0.6460885,0.9771742,0.809036,0.8080673,0.8509589,0.8690251,0.2605045,0.8801156,-0.07573814,0.8088398,0.8871912,0.5447409,0.5256373,0.1503051,0.546204,0.9022912,0.7147711,0.7794397,0.7315391,0.8844803,-0.0645508,0.2786299,0.3144059,0.7757336,0.8343146,0.7514937,0.2742332,0.6063133,0.7947965
0.5437388,0.6287862,0.6204098,0.6989296,0.6903798,0.7401713,0.6134493,0.7066765,1,0.7019685,0.7285661,0.6850496,-0.01764478,0.6651272,-0.1797101,0.61776,0.5981592,0.6580661,0.7721169,0.223838,0.2788258,0.697193,0.5717548,0.6448195,0.6729167,0.6828245,-0.2585002,0.490014,0.5518235,0.8029323,0.6679909,0.6946773,0.2852803,0.6385214,0.5818509,0.5797284,0.5819908,0.6310058,0.6561872,0.6664978,0.7111456,0.5589142,0.694575,0.7381103,0.5220008,0.7396515,0.6688057,0.184132,0.625139,-0.1410157,0.5399903,0.5586126,0.6153857,0.3089225,0.1862345,0.3485165,0.6950594,0.5897906,0.7029644,0.6725528,0.7243876,-0.2356891,0.3299256,0.4941213,0.7438731,0.5535249,0.5920229,0.3446748,0.5475775,0.5209268
0.7685129,0.8943012,0.5314887,0.4588427,0.5986435,0.8961035,0.7022331,0.9374475,0.7019685,1,0.8796899,0.8157289,0.1065194,0.8288474,-0.1154932,0.8089281,0.8332153,0.6882847,0.7508425,0.2416806,0.2281461,0.8629809,0.5291521,0.7071543,0.5281405,0.8901141,-0.2302069,0.3060779,0.3288979,0.799496,0.8572645,0.6381148,0.318425,0.5129331,0.7799749,0.858019,0.8652013,0.6980661,0.4065506,0.7494396,0.9090877,0.7119258,0.9265356,0.8153012,0.8695992,0.821641,0.8168353,0.3717349,0.7853144,-0.08900683,0.8451365,0.8790816,0.4812875,0.5126782,0.2337003,0.551817,0.8553729,0.6834294,0.7667294,0.6741714,0.8991815,-0.1116975,0.2949779,0.2819979,0.738418,0.8567177,0.7599352,0.3431173,0.6438936,0.8167651
